case topic,Case Number,Case Open Date,Opened Date_Day of Week
Dialing Behavior,1,2023-04-04T11:20:45,Tuesday
Call Scripts,1,2023-04-04T11:20:55,Tuesday
IVR,1,2023-04-04T11:21:05,Tuesday
Contact / History,1,2023-04-04T11:27:03,Tuesday
Missing Report Data,1,2023-04-04T11:27:10,Tuesday
Call Features,1,2023-04-04T11:28:55,Tuesday
Lists,1,2023-04-04T11:30:02,Tuesday
Custom Report,1,2023-04-04T11:31:37,Tuesday
Softphone,1,2023-04-04T11:31:56,Tuesday
Custom Report,1,2023-04-04T11:33:26,Tuesday
Custom Report,1,2023-04-04T11:35:30,Tuesday
Users Management,1,2023-04-04T11:36:32,Tuesday
Monitoring,1,2023-04-04T11:36:55,Tuesday
DNIS,1,2023-04-04T11:37:21,Tuesday
Reporting,1,2023-04-04T11:38:33,Tuesday
Launching Application,1,2023-04-04T11:39:05,Tuesday
Custom Report,1,2023-04-04T11:40:07,Tuesday
Recordings,1,2023-04-04T11:40:45,Tuesday
Ticket Creation/Population,1,2023-04-04T11:41:52,Tuesday
Custom Report,1,2023-04-04T11:42:45,Tuesday
Unable to Login,1,2023-04-04T11:43:37,Tuesday
Launching Application,1,2023-04-04T11:44:19,Tuesday
IVR,1,2023-04-04T11:44:27,Tuesday
Custom Report,1,2023-04-04T11:45:43,Tuesday
Custom Report,1,2023-04-04T11:47:28,Tuesday
Custom Report,1,2023-04-04T11:48:52,Tuesday
Users Management,1,2023-04-04T11:49:22,Tuesday
Launching Application,1,2023-04-04T11:52:29,Tuesday
Custom Report,1,2023-04-04T11:56:29,Tuesday
Webform/ Script,1,2023-04-04T11:57:27,Tuesday
Call Features,1,2023-04-04T11:57:51,Tuesday
Audio Issues,1,2023-04-04T11:59:57,Tuesday
Reporting,1,2023-04-04T12:00:17,Tuesday
Custom Report,1,2023-04-04T12:01:38,Tuesday
Campaign Options,1,2023-04-04T12:05:08,Tuesday
Unable to Login,1,2023-04-04T12:05:41,Tuesday
Call Features,1,2023-04-04T12:05:45,Tuesday
Users Management,1,2023-04-04T12:05:49,Tuesday
Engagement Workflow Routing,1,2023-04-04T12:06:45,Tuesday
Form Designer,1,2023-04-04T12:08:12,Tuesday
Campaign Options,1,2023-04-04T12:10:15,Tuesday
Unable to Login,1,2023-04-04T12:11:37,Tuesday
ANI,1,2023-04-04T12:14:41,Tuesday
Recordings,1,2023-04-04T12:14:59,Tuesday
Sound Options,1,2023-04-04T12:17:00,Tuesday
Unable to Login,1,2023-04-04T12:17:19,Tuesday
Inquiry/How To,1,2023-04-04T12:21:24,Tuesday
Launching Application,1,2023-04-04T12:23:14,Tuesday
IVR,1,2023-04-04T12:24:48,Tuesday
Custom Report,1,2023-04-04T12:26:27,Tuesday
Agent State,1,2023-04-04T12:27:29,Tuesday
Custom Report,1,2023-04-04T12:29:18,Tuesday
IVR,1,2023-04-04T12:30:09,Tuesday
Error Message,1,2023-04-04T12:33:28,Tuesday
Launching Application,1,2023-04-04T12:33:45,Tuesday
Custom Report,1,2023-04-04T12:34:11,Tuesday
Case Submission,1,2023-04-04T12:35:56,Tuesday
Inquiry/How To,1,2023-04-04T12:41:07,Tuesday
Launching Application,1,2023-04-04T12:44:10,Tuesday
Incoming Email,1,2023-04-04T12:46:59,Tuesday
Error Message,1,2023-04-04T12:48:15,Tuesday
Connection Issue,1,2023-04-04T12:48:17,Tuesday
Unable to Login,1,2023-04-04T12:49:16,Tuesday
Recordings,1,2023-04-04T12:49:39,Tuesday
Unable to Login,1,2023-04-04T12:51:49,Tuesday
Users Management,1,2023-04-04T12:52:08,Tuesday
Call Recording,1,2023-04-04T12:53:50,Tuesday
Dashboard,1,2023-04-04T12:56:41,Tuesday
Error Message,1,2023-04-04T12:57:21,Tuesday
Call Recording,1,2023-04-04T12:57:51,Tuesday
Application Lag,1,2023-04-04T13:01:22,Tuesday
Reason Codes,1,2023-04-04T13:01:49,Tuesday
Unable to Login,1,2023-04-04T13:03:56,Tuesday
Error Message,1,2023-04-04T13:04:32,Tuesday
Queue,1,2023-04-04T13:05:45,Tuesday
Calls Failing,1,2023-04-04T13:06:22,Tuesday
Call Features,1,2023-04-04T13:06:31,Tuesday
Lists,1,2023-04-04T13:07:27,Tuesday
Custom Report,1,2023-04-04T13:07:33,Tuesday
Recordings,1,2023-04-04T13:09:28,Tuesday
Custom Report,1,2023-04-04T13:13:15,Tuesday
Configuration Issue,1,2023-04-04T13:14:11,Tuesday
User Management,1,2023-04-04T13:14:30,Tuesday
Five9 Integration Solution,1,2023-04-04T13:15:50,Tuesday
Configuration Issue,1,2023-04-04T13:15:52,Tuesday
Custom Report,1,2023-04-04T13:19:14,Tuesday
Custom Report,1,2023-04-04T13:20:47,Tuesday
Unable to Login,1,2023-04-04T13:21:19,Tuesday
Custom Report,1,2023-04-04T13:22:49,Tuesday
IVR,1,2023-04-04T13:23:07,Tuesday
Custom Report,1,2023-04-04T13:23:37,Tuesday
Custom Report,1,2023-04-04T13:26:59,Tuesday
Softphone,1,2023-04-04T13:29:03,Tuesday
Campaign Options,1,2023-04-04T13:33:15,Tuesday
Custom Report,1,2023-04-04T13:35:37,Tuesday
Error Message,1,2023-04-04T13:37:19,Tuesday
Request Management,1,2023-04-04T13:38:23,Tuesday
Custom Report,1,2023-04-04T13:39:53,Tuesday
Custom Report,1,2023-04-04T13:49:20,Tuesday
Configuration,1,2023-04-04T13:53:15,Tuesday
Configuration,1,2023-04-04T13:56:02,Tuesday
Custom Report,1,2023-04-04T13:57:47,Tuesday
Audio Issues on Echo,1,2023-04-04T14:01:23,Tuesday
Forecasting & Scheduling,1,2023-04-04T14:02:40,Tuesday
IVR,1,2023-04-04T14:02:58,Tuesday
Calls Failing,1,2023-04-04T14:06:06,Tuesday
Launching Application,1,2023-04-04T14:06:39,Tuesday
Audio Issues,1,2023-04-04T14:07:49,Tuesday
Standard Report,1,2023-04-04T14:09:22,Tuesday
Unable to Login,1,2023-04-04T14:09:50,Tuesday
Calls Failing,1,2023-04-04T14:12:06,Tuesday
DNIS,1,2023-04-04T14:12:45,Tuesday
Custom Report,1,2023-04-04T14:13:43,Tuesday
Data Mismatch,1,2023-04-04T14:14:14,Tuesday
Unable to Login,1,2023-04-04T14:14:51,Tuesday
Campaign Options,1,2023-04-04T14:15:04,Tuesday
Report Generation,1,2023-04-04T14:16:18,Tuesday
Lists,1,2023-04-04T14:16:47,Tuesday
Softphone,1,2023-04-04T14:19:34,Tuesday
Unable to Login,1,2023-04-04T14:19:45,Tuesday
Audio Issues,1,2023-04-04T14:20:36,Tuesday
Custom Report,1,2023-04-04T14:22:40,Tuesday
Unable to Login,1,2023-04-04T14:22:59,Tuesday
Users Management,1,2023-04-04T14:23:16,Tuesday
Data Mismatch,1,2023-04-04T14:24:17,Tuesday
Audio Issues,1,2023-04-04T14:29:39,Tuesday
Unable to Login,1,2023-04-04T14:31:03,Tuesday
Unable to Login,1,2023-04-04T14:31:48,Tuesday
Lists,1,2023-04-04T14:39:13,Tuesday
Launching Application,1,2023-04-04T14:41:47,Tuesday
Sound Options,1,2023-04-04T14:45:17,Tuesday
Error Message,1,2023-04-04T14:47:52,Tuesday
Calls Failing,1,2023-04-04T14:48:06,Tuesday
Audio Issues,1,2023-04-04T14:48:56,Tuesday
Custom Report,1,2023-04-04T14:49:05,Tuesday
Custom Report,1,2023-04-04T14:53:35,Tuesday
Standard Report,1,2023-04-04T15:00:37,Tuesday
Unable to Login,1,2023-04-04T15:01:39,Tuesday
Unable to Login,1,2023-04-04T15:03:52,Tuesday
Custom Report,1,2023-04-04T15:05:12,Tuesday
Users Management,1,2023-04-04T15:14:01,Tuesday
Custom Report,1,2023-04-04T15:15:27,Tuesday
Custom Report,1,2023-04-04T15:21:58,Tuesday
Custom Report,1,2023-04-04T15:24:02,Tuesday
Custom Report,1,2023-04-04T15:28:48,Tuesday
Custom Report,1,2023-04-04T15:32:40,Tuesday
Custom Report,1,2023-04-04T15:44:54,Tuesday
Custom Report,1,2023-04-04T15:50:15,Tuesday
Custom Report,1,2023-04-04T15:54:14,Tuesday
Error Message,1,2023-04-04T15:55:58,Tuesday
Launching Application,1,2023-04-04T15:56:17,Tuesday
ANI,1,2023-04-04T15:59:12,Tuesday
Prompts and Recordings,1,2023-04-04T16:07:58,Tuesday
Custom Report,1,2023-04-04T16:08:26,Tuesday
Launching Application,1,2023-04-04T16:13:07,Tuesday
Custom Report,1,2023-04-04T16:13:45,Tuesday
Campaign Options,1,2023-04-04T16:19:29,Tuesday
Campaign Options,1,2023-04-04T16:34:47,Tuesday
General Error,1,2023-04-04T16:38:25,Tuesday
IVR,1,2023-04-04T16:39:08,Tuesday
Dialing Behavior,1,2023-04-04T16:47:18,Tuesday
Custom Report,1,2023-04-04T17:07:54,Tuesday
Launching Application,1,2023-04-04T17:13:34,Tuesday
Calls Failing,1,2023-04-04T17:15:25,Tuesday
Call Features,1,2023-04-04T17:24:48,Tuesday
Configuration Issue,1,2023-04-04T17:59:30,Tuesday
IVR,1,2023-04-04T18:04:45,Tuesday
User Management,1,2023-04-04T18:43:08,Tuesday
Audio Issues on Echo,1,2023-04-04T18:51:42,Tuesday
Trusted IP Range,1,2023-04-04T18:57:57,Tuesday
Error Message,1,2023-04-04T19:03:37,Tuesday
Dispositions,1,2023-04-04T19:10:54,Tuesday
Connection Issue,1,2023-04-04T20:56:15,Tuesday
Sound Options,1,2023-04-04T21:06:28,Tuesday
Training Certification,1,2023-04-04T23:00:34,Tuesday
Campaign Profiles,1,2023-04-04T23:05:12,Tuesday
Unexpected Behavior,1,2023-04-04T23:19:38,Tuesday
Training Certification,1,2023-04-04T23:32:16,Tuesday
Training Certification,1,2023-04-04T23:37:07,Tuesday
Training Certification,1,2023-04-04T23:42:55,Tuesday
Agent State,1,2023-04-04T23:45:49,Tuesday
Launching Application,1,2023-04-05T00:04:14,Wednesday
Activity Logging,1,2023-04-05T00:22:15,Wednesday
Call Features,1,2023-04-05T00:48:08,Wednesday
Audio Issues,1,2023-04-05T01:02:07,Wednesday
Custom Report,1,2023-04-05T01:03:38,Wednesday
Ticket Creation/Population,1,2023-04-05T01:23:08,Wednesday
Users Management,1,2023-04-05T01:34:33,Wednesday
Call Features,1,2023-04-05T01:34:35,Wednesday
Recordings,1,2023-04-05T01:41:12,Wednesday
Users Management,1,2023-04-05T01:43:09,Wednesday
IVR,1,2023-04-05T01:49:16,Wednesday
Audio Issues on Echo,1,2023-04-05T01:54:39,Wednesday
Contacts,1,2023-04-05T01:59:52,Wednesday
Audio Issues,1,2023-04-05T02:19:56,Wednesday
Agent State,1,2023-04-05T02:24:09,Wednesday
Agent State,1,2023-04-05T03:24:46,Wednesday
Error Message,1,2023-04-05T03:42:23,Wednesday
Unable to Login,1,2023-04-05T03:42:55,Wednesday
General Error,1,2023-04-05T03:53:18,Wednesday
Calls Failing,1,2023-04-05T04:00:21,Wednesday
Unable to Login,1,2023-04-05T04:13:22,Wednesday
Station Type,1,2023-04-05T04:35:53,Wednesday
Calls Failing,1,2023-04-05T04:39:21,Wednesday
Error Message,1,2023-04-05T04:40:13,Wednesday
Unable to Login,1,2023-04-05T04:41:44,Wednesday
Calls Failing,1,2023-04-05T04:43:17,Wednesday
Users Management,1,2023-04-05T04:45:44,Wednesday
Launching Application,1,2023-04-05T04:47:10,Wednesday
Send/ Receive Issue,1,2023-04-05T04:58:10,Wednesday
Users Management,1,2023-04-05T04:58:10,Wednesday
Custom Report,1,2023-04-05T05:07:57,Wednesday
Unable to Login,1,2023-04-05T05:09:28,Wednesday
Launching Application,1,2023-04-05T05:12:06,Wednesday
Error Message,1,2023-04-05T05:19:55,Wednesday
Error Message,1,2023-04-05T05:20:07,Wednesday
Inquiry/How To,1,2023-04-05T05:24:28,Wednesday
Custom Report,1,2023-04-05T05:33:28,Wednesday
Sound Options,1,2023-04-05T05:34:17,Wednesday
Work Administration,1,2023-04-05T05:34:25,Wednesday
DNIS,1,2023-04-05T05:35:02,Wednesday
Timezone Dialing,1,2023-04-05T05:39:21,Wednesday
Custom Report,1,2023-04-05T05:39:56,Wednesday
Unable to Login,1,2023-04-05T05:41:29,Wednesday
Launching Application,1,2023-04-05T05:44:16,Wednesday
Configuration,1,2023-04-05T05:45:30,Wednesday
Error Message,1,2023-04-05T05:45:32,Wednesday
Calls Failing,1,2023-04-05T05:46:52,Wednesday
Audio Issues on Echo,1,2023-04-05T05:49:52,Wednesday
MACD,1,2023-04-05T05:50:26,Wednesday
Unable to Login,1,2023-04-05T05:55:23,Wednesday
Audio Issues on Echo,1,2023-04-05T05:57:05,Wednesday
Call Features,1,2023-04-05T05:58:34,Wednesday
Unable to Login,1,2023-04-05T06:00:43,Wednesday
Unable to Login,1,2023-04-05T06:01:13,Wednesday
User Access,1,2023-04-05T06:02:07,Wednesday
Standard Report,1,2023-04-05T06:03:57,Wednesday
Campaign Profiles,1,2023-04-05T06:05:01,Wednesday
Launching Application,1,2023-04-05T06:05:09,Wednesday
IVR,1,2023-04-05T06:05:12,Wednesday
Activity Logging,1,2023-04-05T06:06:40,Wednesday
Dashboard Not Updating,1,2023-04-05T06:08:18,Wednesday
Custom Report,1,2023-04-05T06:09:27,Wednesday
Users Management,1,2023-04-05T06:09:38,Wednesday
Calls Failing,1,2023-04-05T06:10:47,Wednesday
Custom Report,1,2023-04-05T06:10:48,Wednesday
User Management,1,2023-04-05T06:11:27,Wednesday
Unable to Login,1,2023-04-05T06:15:06,Wednesday
Forcibly Logout,1,2023-04-05T06:16:07,Wednesday
List Sync Plus,1,2023-04-05T06:16:16,Wednesday
Campaign Options,1,2023-04-05T06:20:18,Wednesday
IVR,1,2023-04-05T06:25:30,Wednesday
Audio Issues,1,2023-04-05T06:29:58,Wednesday
Custom Report,1,2023-04-05T06:31:14,Wednesday
Call Features,1,2023-04-05T06:31:48,Wednesday
Dashboard,1,2023-04-05T06:35:59,Wednesday
Lists,1,2023-04-05T06:36:19,Wednesday
Unable to Login,1,2023-04-05T06:38:14,Wednesday
Softphone,1,2023-04-05T06:38:31,Wednesday
Audio Issues,1,2023-04-05T06:39:40,Wednesday
Activity Logging,1,2023-04-05T06:40:27,Wednesday
Lists,1,2023-04-05T06:42:11,Wednesday
Variables,1,2023-04-05T06:44:05,Wednesday
Calls Failing,1,2023-04-05T06:44:28,Wednesday
Unable to Login,1,2023-04-05T06:44:47,Wednesday
Single Sign-On,1,2023-04-05T06:45:28,Wednesday
Custom Report,1,2023-04-05T06:45:59,Wednesday
Business Hours,1,2023-04-05T06:46:48,Wednesday
Configuration,1,2023-04-05T06:47:00,Wednesday
Unable to Login,1,2023-04-05T06:47:02,Wednesday
Unable to Login,1,2023-04-05T06:47:30,Wednesday
Launching Application,1,2023-04-05T06:47:40,Wednesday
Standard Report,1,2023-04-05T06:50:46,Wednesday
Dashboard Configuration,1,2023-04-05T06:56:08,Wednesday
Call Center Management,1,2023-04-05T07:02:18,Wednesday
Calls Failing,1,2023-04-05T07:03:51,Wednesday
IVR,1,2023-04-05T07:04:05,Wednesday
Unable to Login,1,2023-04-05T07:05:50,Wednesday
Audio Issues,1,2023-04-05T07:06:01,Wednesday
Launching Application,1,2023-04-05T07:06:40,Wednesday
Dispositions,1,2023-04-05T07:07:32,Wednesday
Opt-in/Out,1,2023-04-05T07:12:22,Wednesday
Unable to Login,1,2023-04-05T07:12:28,Wednesday
Contacts,1,2023-04-05T07:12:51,Wednesday
Display/ Content,1,2023-04-05T07:15:14,Wednesday
Agent State,1,2023-04-05T07:17:33,Wednesday
Interactions,1,2023-04-05T07:19:18,Wednesday
Unable to Login,1,2023-04-05T07:19:42,Wednesday
Screenpop,1,2023-04-05T07:20:29,Wednesday
Configuration Issue,1,2023-04-05T07:23:59,Wednesday
Dispositions,1,2023-04-05T07:24:58,Wednesday
ANI,1,2023-04-05T07:25:27,Wednesday
Campaign Profiles,1,2023-04-05T07:26:19,Wednesday
Users,1,2023-04-05T07:26:56,Wednesday
Inquiry/How To,1,2023-04-05T07:27:02,Wednesday
Unable to Login,1,2023-04-05T07:27:03,Wednesday
Users Management,1,2023-04-05T07:28:25,Wednesday
Recordings,1,2023-04-05T07:30:19,Wednesday
Configuration Issue,1,2023-04-05T07:32:50,Wednesday
Launching Application,1,2023-04-05T07:32:55,Wednesday
User Access,1,2023-04-05T07:33:03,Wednesday
Work Administration,1,2023-04-05T07:34:39,Wednesday
IVR,1,2023-04-05T07:36:50,Wednesday
Report Time Out,1,2023-04-05T07:40:22,Wednesday
Transcript,1,2023-04-05T07:41:21,Wednesday
Unable to Login,1,2023-04-05T07:41:41,Wednesday
Unable to Login,1,2023-04-05T07:42:15,Wednesday
Configuration Issue,1,2023-04-05T07:46:29,Wednesday
Users,1,2023-04-05T07:47:03,Wednesday
Lists,1,2023-04-05T07:51:30,Wednesday
IVR,1,2023-04-05T07:52:41,Wednesday
IVR,1,2023-04-05T07:58:33,Wednesday
Unable to Login,1,2023-04-05T07:58:54,Wednesday
List Management,1,2023-04-05T07:58:56,Wednesday
Sound Options,1,2023-04-05T07:59:19,Wednesday
Recordings,1,2023-04-05T07:59:27,Wednesday
Unable to Login,1,2023-04-05T07:59:49,Wednesday
Dispositions,1,2023-04-05T08:01:24,Wednesday
Configuration,1,2023-04-05T08:03:52,Wednesday
Users Management,1,2023-04-05T08:06:22,Wednesday
Call Features,1,2023-04-05T08:06:24,Wednesday
MACD,1,2023-04-05T08:07:43,Wednesday
Error Message,1,2023-04-05T08:08:37,Wednesday
Unable to Login,1,2023-04-05T08:12:21,Wednesday
IVR,1,2023-04-05T08:16:00,Wednesday
Single Sign-On,1,2023-04-05T08:19:50,Wednesday
Skills,1,2023-04-05T08:27:18,Wednesday
Launching Application,1,2023-04-05T08:28:10,Wednesday
Sound Options,1,2023-04-05T08:28:13,Wednesday
Launching Application,1,2023-04-05T08:28:30,Wednesday
Recordings,1,2023-04-05T08:28:35,Wednesday
Reporting,1,2023-04-05T08:29:21,Wednesday
Launching Application,1,2023-04-05T08:30:11,Wednesday
Standard Report,1,2023-04-05T08:30:57,Wednesday
Dialing Behavior,1,2023-04-05T08:31:31,Wednesday
Unable to Login,1,2023-04-05T08:31:48,Wednesday
Launching Application,1,2023-04-05T08:32:15,Wednesday
Configuration,1,2023-04-05T08:34:33,Wednesday
Forecasting & Scheduling,1,2023-04-05T08:35:32,Wednesday
IVR,1,2023-04-05T08:38:07,Wednesday
IVR,1,2023-04-05T08:39:39,Wednesday
Audio Issues,1,2023-04-05T08:40:40,Wednesday
Call Features,1,2023-04-05T08:40:57,Wednesday
Sound Options,1,2023-04-05T08:41:53,Wednesday
Recordings,1,2023-04-05T08:44:07,Wednesday
Custom Report,1,2023-04-05T08:45:04,Wednesday
User Management,1,2023-04-05T08:46:09,Wednesday
Call Features,1,2023-04-05T08:46:11,Wednesday
Unable to Login,1,2023-04-05T08:49:59,Wednesday
Dialing Behavior,1,2023-04-05T08:51:53,Wednesday
Contacts,1,2023-04-05T08:53:31,Wednesday
Launching Application,1,2023-04-05T08:55:59,Wednesday
Campaign Options,1,2023-04-05T08:57:49,Wednesday
Launching Application,1,2023-04-05T08:57:55,Wednesday
Campaign Options,1,2023-04-05T08:59:25,Wednesday
Launching Application,1,2023-04-05T09:02:12,Wednesday
Standard Report,1,2023-04-05T09:03:07,Wednesday
Campaign Profiles,1,2023-04-05T09:03:27,Wednesday
Launching Application,1,2023-04-05T09:03:50,Wednesday
Standard Report,1,2023-04-05T09:05:04,Wednesday
Standard Report,1,2023-04-05T09:06:37,Wednesday
Launching Application,1,2023-04-05T09:08:11,Wednesday
Audio Issues,1,2023-04-05T09:08:24,Wednesday
Variables,1,2023-04-05T09:08:39,Wednesday
IVR,1,2023-04-05T09:10:18,Wednesday
Recordings,1,2023-04-05T09:11:21,Wednesday
List Management,1,2023-04-05T09:13:35,Wednesday
Calls Failing,1,2023-04-05T09:15:04,Wednesday
IVR,1,2023-04-05T09:15:39,Wednesday
Skills,1,2023-04-05T09:18:48,Wednesday
Sound Options,1,2023-04-05T09:19:05,Wednesday
Agent State,1,2023-04-05T09:19:06,Wednesday
Recordings,1,2023-04-05T09:20:42,Wednesday
Settings,1,2023-04-05T09:23:51,Wednesday
Audio Issues,1,2023-04-05T09:24:14,Wednesday
Customization,1,2023-04-05T09:25:06,Wednesday
Application Lag,1,2023-04-05T09:26:59,Wednesday
Inquiry/How To,1,2023-04-05T09:28:01,Wednesday
Launching Application,1,2023-04-05T09:30:59,Wednesday
Unable to Login,1,2023-04-05T09:31:33,Wednesday
DNIS,1,2023-04-05T09:32:31,Wednesday
Campaign Options,1,2023-04-05T09:33:18,Wednesday
Dialing Behavior,1,2023-04-05T09:34:18,Wednesday
Unable to Login,1,2023-04-05T09:36:00,Wednesday
DNIS,1,2023-04-05T09:39:47,Wednesday
Calls Failing,1,2023-04-05T09:40:25,Wednesday
Unable to Login,1,2023-04-05T09:42:26,Wednesday
Audio Issues,1,2023-04-05T09:45:18,Wednesday
Display/ Content,1,2023-04-05T09:46:49,Wednesday
Variables,1,2023-04-05T09:46:54,Wednesday
Report Discrepancy,1,2023-04-05T09:48:10,Wednesday
Sound Options,1,2023-04-05T09:52:40,Wednesday
Launching Application,1,2023-04-05T09:52:49,Wednesday
Error Message,1,2023-04-05T09:53:04,Wednesday
Evaluations,1,2023-04-05T09:54:39,Wednesday
Unable to Login,1,2023-04-05T09:56:32,Wednesday
Standard Report,1,2023-04-05T09:56:36,Wednesday
Unable to Login,1,2023-04-05T09:56:43,Wednesday
DNIS,1,2023-04-05T09:57:04,Wednesday
Custom Report,1,2023-04-05T09:58:34,Wednesday
Standard Report,1,2023-04-05T10:01:14,Wednesday
IVR,1,2023-04-05T10:08:15,Wednesday
Unable to Login,1,2023-04-05T10:08:51,Wednesday
Inquiry/How To,1,2023-04-05T10:10:42,Wednesday
Unable to Login,1,2023-04-05T10:11:58,Wednesday
Attachment,1,2023-04-05T10:12:12,Wednesday
Sound Options,1,2023-04-05T10:12:31,Wednesday
Unable to Login,1,2023-04-05T10:13:01,Wednesday
Users Management,1,2023-04-05T10:14:18,Wednesday
Unable to Login,1,2023-04-05T10:14:50,Wednesday
IVR,1,2023-04-05T10:14:51,Wednesday
Contacts,1,2023-04-05T10:15:22,Wednesday
Inbound,1,2023-04-05T10:15:53,Wednesday
Unable to Login,1,2023-04-05T10:15:53,Wednesday
Launching Application,1,2023-04-05T10:16:34,Wednesday
IVR,1,2023-04-05T10:16:56,Wednesday
Agent State,1,2023-04-05T10:18:45,Wednesday
Unable to Login,1,2023-04-05T10:22:07,Wednesday
Audio Issues,1,2023-04-05T10:22:21,Wednesday
Sound Options,1,2023-04-05T10:26:59,Wednesday
Audio Issues,1,2023-04-05T10:27:42,Wednesday
Agent State,1,2023-04-05T10:28:29,Wednesday
Unable to Login,1,2023-04-05T10:31:06,Wednesday
Audio Issues,1,2023-04-05T10:31:33,Wednesday
Users,1,2023-04-05T10:32:37,Wednesday
Audio Issues,1,2023-04-05T10:33:01,Wednesday
Audio Issues on Echo,1,2023-04-05T10:34:08,Wednesday
Audio Issues,1,2023-04-05T10:34:20,Wednesday
List Sync Plus,1,2023-04-05T10:34:46,Wednesday
Launching Application,1,2023-04-05T10:35:53,Wednesday
Agent State Statistics,1,2023-04-05T10:38:09,Wednesday
Technical Requirements,1,2023-04-05T10:42:43,Wednesday
Calls Failing,1,2023-04-05T10:45:25,Wednesday
Interactions,1,2023-04-05T10:48:39,Wednesday
Forecasting & Scheduling,1,2023-04-05T10:48:45,Wednesday
Users,1,2023-04-05T10:49:53,Wednesday
Audio Issues on Echo,1,2023-04-05T10:49:59,Wednesday
Recordings,1,2023-04-05T10:51:13,Wednesday
Lists,1,2023-04-05T10:51:21,Wednesday
Users,1,2023-04-05T10:51:49,Wednesday
Unable to Login,1,2023-04-05T10:52:28,Wednesday
Profiles,1,2023-04-05T10:53:00,Wednesday
Launching Application,1,2023-04-05T10:54:54,Wednesday
Profiles,1,2023-04-05T10:57:15,Wednesday
Interactions,1,2023-04-05T10:58:27,Wednesday
Custom Report,1,2023-04-05T10:58:49,Wednesday
IVR,1,2023-04-05T10:58:58,Wednesday
IVR,1,2023-04-05T10:59:37,Wednesday
Unexpected Behavior,1,2023-04-05T10:59:42,Wednesday
Connection Issue,1,2023-04-05T11:00:47,Wednesday
Unable to Login,1,2023-04-05T11:02:23,Wednesday
Inquiry/How To,1,2023-04-05T11:03:58,Wednesday
Contacts,1,2023-04-05T11:06:34,Wednesday
MACD,1,2023-04-05T11:09:50,Wednesday
Unable to Login,1,2023-04-05T11:11:48,Wednesday
Unable to Login,1,2023-04-05T11:12:02,Wednesday
DNIS,1,2023-04-05T11:12:34,Wednesday
Calls Failing,1,2023-04-05T11:13:08,Wednesday
Users Management,1,2023-04-05T11:15:32,Wednesday
Users Management,1,2023-04-05T11:15:55,Wednesday
Campaign Options,1,2023-04-05T11:21:12,Wednesday
Launching Application,1,2023-04-05T11:22:11,Wednesday
IVR,1,2023-04-05T11:22:25,Wednesday
Users Management,1,2023-04-05T11:27:08,Wednesday
Launching Application,1,2023-04-05T11:29:17,Wednesday
Inquiry/How To,1,2023-04-05T11:29:45,Wednesday
List Sync Plus,1,2023-04-05T11:30:59,Wednesday
Users Management,1,2023-04-05T11:35:10,Wednesday
Custom Report,1,2023-04-05T11:36:36,Wednesday
MACD,1,2023-04-05T11:36:59,Wednesday
Error Message,1,2023-04-05T11:37:03,Wednesday
Custom Report,1,2023-04-05T11:38:23,Wednesday
Unable to Login,1,2023-04-05T11:38:44,Wednesday
Forcibly Logout,1,2023-04-05T11:39:49,Wednesday
Lists,1,2023-04-05T11:40:28,Wednesday
Variables,1,2023-04-05T11:40:51,Wednesday
Calls Dropping/Not Connecting,1,2023-04-05T11:41:11,Wednesday
Dispositions,1,2023-04-05T11:41:24,Wednesday
Users Management,1,2023-04-05T11:44:11,Wednesday
Unable to Login,1,2023-04-05T11:45:56,Wednesday
Single Sign-On,1,2023-04-05T11:45:58,Wednesday
Dispositions,1,2023-04-05T11:46:19,Wednesday
Audio Issues,1,2023-04-05T11:46:50,Wednesday
Custom Report,1,2023-04-05T11:49:31,Wednesday
Campaign Options,1,2023-04-05T11:51:14,Wednesday
Evaluations,1,2023-04-05T11:52:30,Wednesday
Audio Issues on Echo,1,2023-04-05T11:54:20,Wednesday
API Limit,1,2023-04-05T11:55:19,Wednesday
Launching Application,1,2023-04-05T12:02:23,Wednesday
Standard Report,1,2023-04-05T12:03:49,Wednesday
List Management,1,2023-04-05T12:09:45,Wednesday
Import/Export Settings,1,2023-04-05T12:11:00,Wednesday
Campaign Options,1,2023-04-05T12:12:41,Wednesday
Campaign Options,1,2023-04-05T12:12:45,Wednesday
Users Management,1,2023-04-05T12:15:42,Wednesday
Audio Issues,1,2023-04-05T12:18:40,Wednesday
IVR,1,2023-04-05T12:19:03,Wednesday
Unable to Login,1,2023-04-05T12:19:41,Wednesday
Unable to Login,1,2023-04-05T12:20:15,Wednesday
Connection Issue,1,2023-04-05T12:24:29,Wednesday
Agent State,1,2023-04-05T12:27:03,Wednesday
Dialing Behavior,1,2023-04-05T12:28:27,Wednesday
Launching Application,1,2023-04-05T12:29:35,Wednesday
Audio Issues,1,2023-04-05T12:31:23,Wednesday
Launching Application,1,2023-04-05T12:32:10,Wednesday
Dispositions,1,2023-04-05T12:33:06,Wednesday
Inquiry/How To,1,2023-04-05T12:33:37,Wednesday
Unable to Login,1,2023-04-05T12:39:17,Wednesday
Dashboard Configuration,1,2023-04-05T12:39:48,Wednesday
Unable to Login,1,2023-04-05T12:43:32,Wednesday
IVR,1,2023-04-05T12:49:37,Wednesday
SSO,1,2023-04-05T12:50:17,Wednesday
ANI,1,2023-04-05T12:52:26,Wednesday
