case topic,Case Number,Case Open Date,Opened Date_Day of Week
Calls Failing,1,2023-04-13T07:13:36,Thursday
Launching Application,1,2023-04-13T07:14:42,Thursday
Call Features,1,2023-04-13T07:14:57,Thursday
Unable to Login,1,2023-04-13T07:15:00,Thursday
Unable to Login,1,2023-04-13T07:15:03,Thursday
Unable to Login,1,2023-04-13T07:18:25,Thursday
IVR,1,2023-04-13T07:19:25,Thursday
UI Not Loading,1,2023-04-13T07:19:56,Thursday
Standard Report,1,2023-04-13T07:21:53,Thursday
Prompts,1,2023-04-13T07:23:07,Thursday
Launching Application,1,2023-04-13T07:25:28,Thursday
Lists,1,2023-04-13T07:26:14,Thursday
Campaign Profiles,1,2023-04-13T07:26:34,Thursday
Forecasting & Scheduling,1,2023-04-13T07:27:42,Thursday
Unable to Login,1,2023-04-13T07:31:00,Thursday
Users Management,1,2023-04-13T07:34:25,Thursday
User Management,1,2023-04-13T07:35:12,Thursday
Unable to Login,1,2023-04-13T07:37:14,Thursday
Error Message,1,2023-04-13T07:37:15,Thursday
Unable to Login,1,2023-04-13T07:38:34,Thursday
Softphone,1,2023-04-13T07:42:23,Thursday
Call Features,1,2023-04-13T07:43:02,Thursday
Users Management,1,2023-04-13T07:44:18,Thursday
Audio Issues,1,2023-04-13T07:44:28,Thursday
Custom Report,1,2023-04-13T07:45:58,Thursday
Launching Application,1,2023-04-13T07:46:04,Thursday
Audio Issues,1,2023-04-13T07:47:58,Thursday
Configuration,1,2023-04-13T07:47:59,Thursday
Unable to Login,1,2023-04-13T07:48:12,Thursday
Dispositions,1,2023-04-13T07:48:24,Thursday
Unable to Login,1,2023-04-13T07:49:24,Thursday
Unable to Login,1,2023-04-13T07:49:29,Thursday
Error Message,1,2023-04-13T07:49:58,Thursday
Launching Application,1,2023-04-13T07:50:18,Thursday
Launching Application,1,2023-04-13T07:50:51,Thursday
SMS Report,1,2023-04-13T07:51:40,Thursday
Calls Failing,1,2023-04-13T07:51:49,Thursday
Launching Application,1,2023-04-13T07:53:29,Thursday
Calls Failing,1,2023-04-13T07:53:56,Thursday
User Access,1,2023-04-13T07:55:20,Thursday
Launching Application,1,2023-04-13T07:57:46,Thursday
Unable to Login,1,2023-04-13T07:58:09,Thursday
Widget,1,2023-04-13T07:58:21,Thursday
Dialing Behavior,1,2023-04-13T07:59:05,Thursday
Chat Monitoring,1,2023-04-13T08:01:22,Thursday
MACD,1,2023-04-13T08:03:22,Thursday
Sound Options,1,2023-04-13T08:05:54,Thursday
Dispositions,1,2023-04-13T08:06:29,Thursday
Unable to Login,1,2023-04-13T08:06:52,Thursday
Unable to Login,1,2023-04-13T08:09:04,Thursday
Unable to Login,1,2023-04-13T08:09:12,Thursday
Unable to Login,1,2023-04-13T08:12:23,Thursday
Error Message,1,2023-04-13T08:14:30,Thursday
Application Lag,1,2023-04-13T08:15:10,Thursday
Unable to Login,1,2023-04-13T08:19:20,Thursday
Sound Options,1,2023-04-13T08:20:32,Thursday
Skills,1,2023-04-13T08:23:31,Thursday
Launching Application,1,2023-04-13T08:25:04,Thursday
Audio Issues,1,2023-04-13T08:27:08,Thursday
Audio Issues on Echo,1,2023-04-13T08:28:09,Thursday
Launching Application,1,2023-04-13T08:30:59,Thursday
Unable to Login,1,2023-04-13T08:31:38,Thursday
Unable to Login,1,2023-04-13T08:34:11,Thursday
Evaluations,1,2023-04-13T08:36:56,Thursday
IVR,1,2023-04-13T08:37:27,Thursday
IVR,1,2023-04-13T08:37:39,Thursday
ANI,1,2023-04-13T08:38:08,Thursday
Unable to Login,1,2023-04-13T08:39:25,Thursday
Audio Issues,1,2023-04-13T08:39:35,Thursday
Launching Application,1,2023-04-13T08:40:06,Thursday
Custom Report,1,2023-04-13T08:40:56,Thursday
Call Center Management,1,2023-04-13T08:42:10,Thursday
Dispositions,1,2023-04-13T08:42:41,Thursday
Forcibly Logout,1,2023-04-13T08:45:25,Thursday
Dashboard Configuration,1,2023-04-13T08:47:39,Thursday
Skills,1,2023-04-13T08:49:25,Thursday
List Sync Plus,1,2023-04-13T08:50:24,Thursday
Campaign Options,1,2023-04-13T08:51:26,Thursday
Unable to Login,1,2023-04-13T08:52:47,Thursday
Recordings,1,2023-04-13T08:55:48,Thursday
Audio Issues,1,2023-04-13T08:57:14,Thursday
Unable to Login,1,2023-04-13T08:59:46,Thursday
Users Management,1,2023-04-13T09:00:33,Thursday
Inquiry/How To,1,2023-04-13T09:03:01,Thursday
ANI,1,2023-04-13T09:03:07,Thursday
Standard Report,1,2023-04-13T09:05:51,Thursday
Campaign Profiles,1,2023-04-13T09:08:11,Thursday
Text Statistics,1,2023-04-13T09:08:25,Thursday
Custom Report,1,2023-04-13T09:08:59,Thursday
Forcibly Logout,1,2023-04-13T09:14:45,Thursday
Provisioning,1,2023-04-13T09:14:53,Thursday
Unable to Login,1,2023-04-13T09:16:52,Thursday
Organization Management,1,2023-04-13T09:17:49,Thursday
Error Message,1,2023-04-13T09:17:57,Thursday
Contacts,1,2023-04-13T09:18:05,Thursday
Users Management,1,2023-04-13T09:18:20,Thursday
Dialing Behavior,1,2023-04-13T09:18:44,Thursday
Agent State,1,2023-04-13T09:19:39,Thursday
Configuration Issue,1,2023-04-13T09:20:40,Thursday
Unable to Login,1,2023-04-13T09:22:58,Thursday
FTP,1,2023-04-13T09:23:08,Thursday
Connectors,1,2023-04-13T09:23:32,Thursday
Unable to Login,1,2023-04-13T09:23:57,Thursday
Unable to Login,1,2023-04-13T09:24:45,Thursday
Recordings,1,2023-04-13T09:26:37,Thursday
Unable to Login,1,2023-04-13T09:26:59,Thursday
Skills,1,2023-04-13T09:27:07,Thursday
Inquiry/How To,1,2023-04-13T09:29:20,Thursday
Recording Analytics,1,2023-04-13T09:31:20,Thursday
Unable to Login,1,2023-04-13T09:31:28,Thursday
Calls Failing,1,2023-04-13T09:32:06,Thursday
Launching Application,1,2023-04-13T09:33:00,Thursday
Users,1,2023-04-13T09:33:09,Thursday
Dashboard Not Updating,1,2023-04-13T09:35:02,Thursday
IVR,1,2023-04-13T09:38:50,Thursday
Launching Application,1,2023-04-13T09:39:02,Thursday
Dialing Behavior,1,2023-04-13T09:39:17,Thursday
DNIS,1,2023-04-13T09:39:20,Thursday
Launching Application,1,2023-04-13T09:39:30,Thursday
Launching Application,1,2023-04-13T09:44:58,Thursday
Unable to Login,1,2023-04-13T09:46:33,Thursday
Error Message,1,2023-04-13T09:46:57,Thursday
Standard Report,1,2023-04-13T09:49:44,Thursday
Unable to Login,1,2023-04-13T09:55:41,Thursday
Sound Options,1,2023-04-13T09:55:58,Thursday
Standard Report,1,2023-04-13T09:58:04,Thursday
Dashboard Not Updating,1,2023-04-13T09:58:55,Thursday
Unable to Login,1,2023-04-13T09:59:21,Thursday
Standard Report,1,2023-04-13T09:59:47,Thursday
Audio Issues,1,2023-04-13T10:00:59,Thursday
Recordings,1,2023-04-13T10:01:34,Thursday
Users,1,2023-04-13T10:04:36,Thursday
Custom Report,1,2023-04-13T10:11:32,Thursday
Scheduled Report,1,2023-04-13T10:11:45,Thursday
Unable to Login,1,2023-04-13T10:11:56,Thursday
Launching Application,1,2023-04-13T10:12:16,Thursday
IVR,1,2023-04-13T10:13:22,Thursday
Application Lag,1,2023-04-13T10:15:05,Thursday
Unable to Login,1,2023-04-13T10:15:34,Thursday
Error Message,1,2023-04-13T10:17:54,Thursday
Dispositions,1,2023-04-13T10:17:55,Thursday
Dispositions,1,2023-04-13T10:19:35,Thursday
Network Connection Lost,1,2023-04-13T10:22:05,Thursday
Users Management,1,2023-04-13T10:22:27,Thursday
Call Routing,1,2023-04-13T10:24:36,Thursday
IVR,1,2023-04-13T10:25:01,Thursday
Audio Issues,1,2023-04-13T10:25:53,Thursday
Inquiry/How To,1,2023-04-13T10:27:22,Thursday
Users Management,1,2023-04-13T10:28:34,Thursday
Scheduled Report,1,2023-04-13T10:30:59,Thursday
Unable to Login,1,2023-04-13T10:31:41,Thursday
Unable to Login,1,2023-04-13T10:32:05,Thursday
Dispositions,1,2023-04-13T10:32:08,Thursday
Calls Failing,1,2023-04-13T10:32:31,Thursday
Campaign Options,1,2023-04-13T10:33:25,Thursday
Dashboard,1,2023-04-13T10:36:03,Thursday
Variables,1,2023-04-13T10:36:31,Thursday
DNIS,1,2023-04-13T10:37:28,Thursday
IVR,1,2023-04-13T10:38:26,Thursday
Forecasting & Scheduling,1,2023-04-13T10:40:44,Thursday
Dispositions,1,2023-04-13T10:40:57,Thursday
Audio Issues,1,2023-04-13T10:41:13,Thursday
Audio Issues,1,2023-04-13T10:41:27,Thursday
Users Management,1,2023-04-13T10:44:00,Thursday
Application Lag,1,2023-04-13T10:44:36,Thursday
Unable to Login,1,2023-04-13T10:47:02,Thursday
Unable to Login,1,2023-04-13T10:47:31,Thursday
Calls Failing,1,2023-04-13T10:49:56,Thursday
Launching Application,1,2023-04-13T10:51:47,Thursday
IVR,1,2023-04-13T10:51:50,Thursday
Launching Application,1,2023-04-13T10:52:06,Thursday
Error Message,1,2023-04-13T10:52:46,Thursday
Dispositions,1,2023-04-13T10:53:17,Thursday
Launching Application,1,2023-04-13T10:55:45,Thursday
Error Message,1,2023-04-13T10:57:49,Thursday
Calls Failing,1,2023-04-13T11:00:49,Thursday
Agent State,1,2023-04-13T11:01:39,Thursday
Users,1,2023-04-13T11:04:31,Thursday
Configuration,1,2023-04-13T11:06:18,Thursday
ANI,1,2023-04-13T11:13:44,Thursday
Connection Issue,1,2023-04-13T11:14:03,Thursday
Unable to Login,1,2023-04-13T11:15:36,Thursday
ANI,1,2023-04-13T11:19:32,Thursday
Configuration,1,2023-04-13T11:20:06,Thursday
Inquiry/How To,1,2023-04-13T11:22:08,Thursday
Connection Issue,1,2023-04-13T11:22:23,Thursday
Calls Failing,1,2023-04-13T11:22:44,Thursday
Chat Monitoring,1,2023-04-13T11:24:02,Thursday
Audio Issues,1,2023-04-13T11:25:12,Thursday
Unable to Login,1,2023-04-13T11:25:59,Thursday
List Sync Plus,1,2023-04-13T11:26:57,Thursday
Inference Workflow,1,2023-04-13T11:28:13,Thursday
Calls Failing,1,2023-04-13T11:28:52,Thursday
Reporting,1,2023-04-13T11:28:54,Thursday
IVR,1,2023-04-13T11:30:39,Thursday
Dialing Behavior,1,2023-04-13T11:33:04,Thursday
Call Features,1,2023-04-13T11:34:26,Thursday
Skills,1,2023-04-13T11:36:14,Thursday
Lists,1,2023-04-13T11:39:53,Thursday
Unable to Login,1,2023-04-13T11:40:14,Thursday
Call Features,1,2023-04-13T11:42:42,Thursday
Unable to Login,1,2023-04-13T11:42:55,Thursday
Inquiry/How To,1,2023-04-13T11:44:03,Thursday
Audio Issues on Echo,1,2023-04-13T11:44:40,Thursday
Single Sign-On,1,2023-04-13T11:46:11,Thursday
Call Features,1,2023-04-13T11:47:52,Thursday
Unable to Login,1,2023-04-13T11:51:20,Thursday
Launching Application,1,2023-04-13T11:52:49,Thursday
Unable to Login,1,2023-04-13T11:54:37,Thursday
Users Management,1,2023-04-13T11:55:12,Thursday
Inquiry/How To,1,2023-04-13T11:56:14,Thursday
Campaign Options,1,2023-04-13T11:59:17,Thursday
Unable to Login,1,2023-04-13T12:00:27,Thursday
Send and Receive,1,2023-04-13T12:00:51,Thursday
Users,1,2023-04-13T12:03:07,Thursday
Audio Issues,1,2023-04-13T12:08:06,Thursday
IVR,1,2023-04-13T12:08:07,Thursday
Audio Issues,1,2023-04-13T12:09:08,Thursday
Error Message,1,2023-04-13T12:10:10,Thursday
Standard Report,1,2023-04-13T12:10:40,Thursday
Organization Management,1,2023-04-13T12:11:14,Thursday
ANI,1,2023-04-13T12:11:20,Thursday
Users Management,1,2023-04-13T12:11:35,Thursday
Users Management,1,2023-04-13T12:12:53,Thursday
IVR,1,2023-04-13T12:13:56,Thursday
Inquiry/How To,1,2023-04-13T12:17:00,Thursday
Interactions,1,2023-04-13T12:18:34,Thursday
Audio Issues on Echo,1,2023-04-13T12:25:24,Thursday
ANI,1,2023-04-13T12:26:32,Thursday
Users Management,1,2023-04-13T12:27:19,Thursday
Distribution,1,2023-04-13T12:34:38,Thursday
Users Management,1,2023-04-13T12:37:12,Thursday
Call Features,1,2023-04-13T12:38:24,Thursday
Case Submission,1,2023-04-13T12:38:59,Thursday
Calls Failing,1,2023-04-13T12:39:48,Thursday
DNIS,1,2023-04-13T12:40:35,Thursday
Users Management,1,2023-04-13T12:41:51,Thursday
Calls Failing,1,2023-04-13T12:43:18,Thursday
List Management,1,2023-04-13T12:46:16,Thursday
Audio Issues,1,2023-04-13T12:47:38,Thursday
Users,1,2023-04-13T12:48:42,Thursday
ANI,1,2023-04-13T12:48:44,Thursday
MACD,1,2023-04-13T12:49:12,Thursday
Campaign Options,1,2023-04-13T12:49:14,Thursday
SSO,1,2023-04-13T12:52:40,Thursday
Users Management,1,2023-04-13T13:03:16,Thursday
Unable to Login,1,2023-04-13T13:03:31,Thursday
Users Management,1,2023-04-13T13:05:09,Thursday
Configuration,1,2023-04-13T13:07:05,Thursday
Audio Issues,1,2023-04-13T13:07:19,Thursday
ANI,1,2023-04-13T13:08:47,Thursday
Users Management,1,2023-04-13T13:15:38,Thursday
Unable to Login,1,2023-04-13T13:17:45,Thursday
Unable to Login,1,2023-04-13T13:18:00,Thursday
Launching Application,1,2023-04-13T13:19:36,Thursday
Inquiry/How To,1,2023-04-13T13:21:17,Thursday
Campaign Options,1,2023-04-13T13:27:42,Thursday
Custom Report,1,2023-04-13T13:30:16,Thursday
Error Message,1,2023-04-13T13:33:37,Thursday
Skills,1,2023-04-13T13:35:18,Thursday
Call Features,1,2023-04-13T13:37:14,Thursday
Configuration,1,2023-04-13T13:39:08,Thursday
List Management,1,2023-04-13T13:39:27,Thursday
Call Features,1,2023-04-13T13:44:54,Thursday
Error Message,1,2023-04-13T13:45:50,Thursday
MACD,1,2023-04-13T13:48:53,Thursday
Case Submission,1,2023-04-13T13:51:31,Thursday
Connection Issue,1,2023-04-13T13:53:58,Thursday
Unable to Login,1,2023-04-13T13:54:03,Thursday
IVR,1,2023-04-13T13:58:06,Thursday
General Error,1,2023-04-13T13:59:14,Thursday
Calls Failing,1,2023-04-13T14:02:07,Thursday
Unable to Login,1,2023-04-13T14:02:29,Thursday
Launching Application,1,2023-04-13T14:02:51,Thursday
Application Lag,1,2023-04-13T14:04:05,Thursday
Error Message,1,2023-04-13T14:04:32,Thursday
Dashboard Configuration,1,2023-04-13T14:08:09,Thursday
Unable to Login,1,2023-04-13T14:09:01,Thursday
Custom Report,1,2023-04-13T14:09:40,Thursday
Agent State,1,2023-04-13T14:09:44,Thursday
Settings,1,2023-04-13T14:09:51,Thursday
Launching Application,1,2023-04-13T14:11:03,Thursday
Unable to Login,1,2023-04-13T14:12:19,Thursday
IVR,1,2023-04-13T14:12:27,Thursday
Forcibly Logout,1,2023-04-13T14:15:28,Thursday
Unable to Login,1,2023-04-13T14:19:56,Thursday
Data Mismatch,1,2023-04-13T14:21:54,Thursday
Unable to Login,1,2023-04-13T14:26:13,Thursday
ANI,1,2023-04-13T14:29:09,Thursday
TFN/DID SMS Number Enablement Issues,1,2023-04-13T14:31:17,Thursday
Unable to Login,1,2023-04-13T14:33:27,Thursday
Unable to Login,1,2023-04-13T14:35:12,Thursday
Error Message,1,2023-04-13T14:37:25,Thursday
Unable to Login,1,2023-04-13T14:38:54,Thursday
Audio Issues on Echo,1,2023-04-13T14:40:57,Thursday
Launching Application,1,2023-04-13T14:41:34,Thursday
Users,1,2023-04-13T14:45:21,Thursday
Unable to Login,1,2023-04-13T14:46:11,Thursday
Error Message,1,2023-04-13T14:47:07,Thursday
FTP,1,2023-04-13T14:49:32,Thursday
Recordings,1,2023-04-13T14:53:09,Thursday
Unable to Login,1,2023-04-13T14:55:54,Thursday
IVR,1,2023-04-13T15:03:13,Thursday
Unexpected Behavior,1,2023-04-13T15:06:07,Thursday
System Monitoring,1,2023-04-13T15:08:05,Thursday
Configuration,1,2023-04-13T15:24:21,Thursday
Launching Application,1,2023-04-13T15:31:32,Thursday
IVR,1,2023-04-13T15:34:40,Thursday
Call Features,1,2023-04-13T15:38:31,Thursday
Trusted IP Range,1,2023-04-13T15:40:48,Thursday
Audio Issues,1,2023-04-13T16:00:05,Thursday
Users Management,1,2023-04-13T16:04:10,Thursday
Prompts,1,2023-04-13T16:08:14,Thursday
Call Features,1,2023-04-13T16:11:41,Thursday
Webform/ Script,1,2023-04-13T16:15:47,Thursday
Standard Report,1,2023-04-13T16:18:39,Thursday
Error Message,1,2023-04-13T16:27:22,Thursday
Audio Issues,1,2023-04-13T16:29:43,Thursday
Error Message,1,2023-04-13T16:31:19,Thursday
Inbound SMS,1,2023-04-13T16:44:59,Thursday
Dialing Behavior,1,2023-04-13T16:47:03,Thursday
Unexpected Behavior,1,2023-04-13T16:50:59,Thursday
Custom Report,1,2023-04-13T17:05:34,Thursday
ANI,1,2023-04-13T17:08:22,Thursday
Monitoring,1,2023-04-13T17:16:04,Thursday
IVR,1,2023-04-13T17:18:19,Thursday
Calls Failing,1,2023-04-13T17:31:08,Thursday
Directory Sync,1,2023-04-13T17:31:55,Thursday
Users Management,1,2023-04-13T17:41:43,Thursday
Launching Application,1,2023-04-13T17:44:30,Thursday
Single Sign-On,1,2023-04-13T17:58:22,Thursday
Standard Report,1,2023-04-13T18:35:00,Thursday
Users Management,1,2023-04-13T18:44:27,Thursday
Custom Report,1,2023-04-13T19:03:02,Thursday
Users,1,2023-04-13T19:05:58,Thursday
User Access,1,2023-04-13T19:06:26,Thursday
Reporting,1,2023-04-13T19:32:17,Thursday
IVR,1,2023-04-13T19:38:20,Thursday
Audio Issues,1,2023-04-13T21:26:38,Thursday
General Error,1,2023-04-13T21:26:39,Thursday
Error Message,1,2023-04-13T21:49:11,Thursday
Unexpected Behavior,1,2023-04-13T22:10:11,Thursday
Users Management,1,2023-04-13T23:08:47,Thursday
Campaign Options,1,2023-04-14T00:12:16,Friday
API Limit,1,2023-04-14T00:14:21,Friday
Audio Issues,1,2023-04-14T01:07:10,Friday
Attachment,1,2023-04-14T01:08:24,Friday
Error Message,1,2023-04-14T01:36:46,Friday
Agent State,1,2023-04-14T01:54:43,Friday
IVR,1,2023-04-14T02:11:46,Friday
Campaign Options,1,2023-04-14T02:18:16,Friday
Audio Issues,1,2023-04-14T02:28:52,Friday
Launching Application,1,2023-04-14T02:35:56,Friday
Forcibly Logout,1,2023-04-14T02:49:41,Friday
Connection Issue,1,2023-04-14T02:49:53,Friday
Softphone,1,2023-04-14T03:13:01,Friday
Call Features,1,2023-04-14T03:17:47,Friday
Dialing Rules,1,2023-04-14T03:33:59,Friday
DNIS,1,2023-04-14T03:51:59,Friday
Unable to Login,1,2023-04-14T03:57:53,Friday
Error Message,1,2023-04-14T04:10:53,Friday
ANI,1,2023-04-14T04:21:15,Friday
Standard Report,1,2023-04-14T04:28:35,Friday
Unable to Login,1,2023-04-14T04:29:08,Friday
Users Management,1,2023-04-14T04:32:48,Friday
Custom Report,1,2023-04-14T04:41:47,Friday
Unable to Login,1,2023-04-14T04:50:19,Friday
Unable to Login,1,2023-04-14T04:51:12,Friday
Users Management,1,2023-04-14T04:56:48,Friday
Dialing Behavior,1,2023-04-14T05:03:24,Friday
Custom Report,1,2023-04-14T05:05:18,Friday
Dashboard,1,2023-04-14T05:06:02,Friday
Unable to Login,1,2023-04-14T05:08:58,Friday
Variables,1,2023-04-14T05:10:27,Friday
Error Message,1,2023-04-14T05:12:25,Friday
Inquiry/How To,1,2023-04-14T05:18:17,Friday
Users,1,2023-04-14T05:19:31,Friday
Error Message,1,2023-04-14T05:23:35,Friday
Error Message,1,2023-04-14T05:24:45,Friday
Error Message,1,2023-04-14T05:27:05,Friday
Sound Options,1,2023-04-14T05:28:30,Friday
Unable to Login,1,2023-04-14T05:28:57,Friday
Dispositions,1,2023-04-14T05:42:06,Friday
FTP,1,2023-04-14T05:42:36,Friday
IVR,1,2023-04-14T05:47:46,Friday
Users Management,1,2023-04-14T05:49:54,Friday
Custom Report,1,2023-04-14T05:50:39,Friday
Calls Failing,1,2023-04-14T05:52:32,Friday
Unable to Login,1,2023-04-14T05:53:56,Friday
Forcibly Logout,1,2023-04-14T05:56:00,Friday
Launching Application,1,2023-04-14T06:10:35,Friday
Unable to Login,1,2023-04-14T06:11:04,Friday
Recordings,1,2023-04-14T06:11:31,Friday
Unable to Login,1,2023-04-14T06:20:51,Friday
Campaign Options,1,2023-04-14T06:20:55,Friday
Inquiry/How To,1,2023-04-14T06:23:08,Friday
Launching Application,1,2023-04-14T06:23:59,Friday
Unable to Login,1,2023-04-14T06:25:48,Friday
Custom Report,1,2023-04-14T06:27:53,Friday
Error Message,1,2023-04-14T06:28:11,Friday
Sound Options,1,2023-04-14T06:29:15,Friday
Unable to Login,1,2023-04-14T06:30:02,Friday
Inquiry/How To,1,2023-04-14T06:31:30,Friday
Launching Application,1,2023-04-14T06:37:57,Friday
Connection Issue,1,2023-04-14T06:44:13,Friday
Calls Failing,1,2023-04-14T06:45:25,Friday
Unable to Login,1,2023-04-14T06:49:34,Friday
Launching Application,1,2023-04-14T06:50:08,Friday
MACD,1,2023-04-14T06:52:25,Friday
Unable to Login,1,2023-04-14T06:53:45,Friday
Contact / History,1,2023-04-14T06:54:54,Friday
Unable to Login,1,2023-04-14T06:55:04,Friday
Unable to Login,1,2023-04-14T06:55:44,Friday
Unable to Login,1,2023-04-14T06:58:14,Friday
IVR script,1,2023-04-14T06:58:48,Friday
Unable to Login,1,2023-04-14T07:02:20,Friday
Distribution,1,2023-04-14T07:02:39,Friday
Launching Application,1,2023-04-14T07:02:48,Friday
Users Management,1,2023-04-14T07:03:41,Friday
Call Features,1,2023-04-14T07:04:55,Friday
Audio Issues on Echo,1,2023-04-14T07:05:49,Friday
Unable to Login,1,2023-04-14T07:06:06,Friday
Recordings,1,2023-04-14T07:08:38,Friday
Dispositions,1,2023-04-14T07:08:47,Friday
Unable to Login,1,2023-04-14T07:10:06,Friday
Forcibly Logout,1,2023-04-14T07:10:33,Friday
Unable to Login,1,2023-04-14T07:11:00,Friday
Users Management,1,2023-04-14T07:12:42,Friday
Screenpop,1,2023-04-14T07:13:00,Friday
Connection Issue,1,2023-04-14T07:14:30,Friday
Reporting,1,2023-04-14T07:15:31,Friday
Calls Failing,1,2023-04-14T07:16:32,Friday
Unable to Login,1,2023-04-14T07:18:32,Friday
Users Management,1,2023-04-14T07:19:03,Friday
Standard Report,1,2023-04-14T07:21:20,Friday
Conversation,1,2023-04-14T07:21:32,Friday
MACD,1,2023-04-14T07:23:08,Friday
Audio Issues on Echo,1,2023-04-14T07:24:10,Friday
Users Management,1,2023-04-14T07:24:55,Friday
Agent State,1,2023-04-14T07:26:59,Friday
Users Management,1,2023-04-14T07:28:55,Friday
Launching Application,1,2023-04-14T07:30:36,Friday
Agent Statistics,1,2023-04-14T07:33:45,Friday
Dispositions,1,2023-04-14T07:36:36,Friday
Audio Issues on Echo,1,2023-04-14T07:38:02,Friday
Launching Application,1,2023-04-14T07:40:48,Friday
List Sync Plus,1,2023-04-14T07:43:12,Friday
Audio Issues on Echo,1,2023-04-14T07:43:37,Friday
Manual Outbound SMS,1,2023-04-14T07:47:14,Friday
Audio Issues on Echo,1,2023-04-14T07:49:44,Friday
Form Designer,1,2023-04-14T07:50:21,Friday
Unable to Login,1,2023-04-14T07:53:24,Friday
Activity Logging,1,2023-04-14T07:54:50,Friday
MACD,1,2023-04-14T07:57:12,Friday
Unable to Login,1,2023-04-14T07:59:16,Friday
Adherence,1,2023-04-14T07:59:51,Friday
Configuration Issue,1,2023-04-14T08:05:02,Friday
Station Type,1,2023-04-14T08:07:15,Friday
Launching Application,1,2023-04-14T08:07:20,Friday
Configuration,1,2023-04-14T08:10:31,Friday
Audio Issues on Echo,1,2023-04-14T08:10:48,Friday
Users Management,1,2023-04-14T08:13:22,Friday
Inquiry/How To,1,2023-04-14T08:13:31,Friday
Custom Report,1,2023-04-14T08:13:32,Friday
Softphone,1,2023-04-14T08:13:48,Friday
User Management,1,2023-04-14T08:13:56,Friday
Launching Application,1,2023-04-14T08:14:31,Friday
Evaluations,1,2023-04-14T08:14:32,Friday
Standard Report,1,2023-04-14T08:15:56,Friday
Users,1,2023-04-14T08:20:14,Friday
User Management,1,2023-04-14T08:20:20,Friday
Error Message,1,2023-04-14T08:24:44,Friday
Audio Issues on Echo,1,2023-04-14T08:26:09,Friday
Reactions,1,2023-04-14T08:27:23,Friday
Unable to Login,1,2023-04-14T08:28:05,Friday
Custom Report,1,2023-04-14T08:28:43,Friday
Users Management,1,2023-04-14T08:32:05,Friday
Audio Issues on Echo,1,2023-04-14T08:35:24,Friday
Sound Options,1,2023-04-14T08:35:40,Friday
Live Desktop,1,2023-04-14T08:37:17,Friday
ANI,1,2023-04-14T08:39:42,Friday
Unable to Login,1,2023-04-14T08:40:51,Friday
Users,1,2023-04-14T08:41:14,Friday
Forcibly Logout,1,2023-04-14T08:43:19,Friday
Call Features,1,2023-04-14T08:44:52,Friday
Audio Issues,1,2023-04-14T08:45:13,Friday
Assistance,1,2023-04-14T08:45:43,Friday
Users Management,1,2023-04-14T08:45:48,Friday
Unable to Login,1,2023-04-14T08:54:08,Friday
User Management,1,2023-04-14T08:55:32,Friday
List Sync Plus,1,2023-04-14T08:55:40,Friday
Softphone,1,2023-04-14T08:56:26,Friday
Unable to Login,1,2023-04-14T08:57:43,Friday
Station Type,1,2023-04-14T08:57:54,Friday
User Management,1,2023-04-14T08:59:30,Friday
Audio Issues,1,2023-04-14T09:02:49,Friday
Unable to Login,1,2023-04-14T09:05:58,Friday
User Management,1,2023-04-14T09:06:11,Friday
IVR,1,2023-04-14T09:07:09,Friday
Users Management,1,2023-04-14T09:08:29,Friday
Widget,1,2023-04-14T09:09:55,Friday
Users Management,1,2023-04-14T09:10:13,Friday
Unable to Login,1,2023-04-14T09:10:34,Friday
Unable to Login,1,2023-04-14T09:15:32,Friday
Custom Report,1,2023-04-14T09:15:45,Friday
Users,1,2023-04-14T09:16:17,Friday
Recordings,1,2023-04-14T09:17:45,Friday
Audio Issues,1,2023-04-14T09:19:10,Friday
Standard Report,1,2023-04-14T09:19:52,Friday
Recordings,1,2023-04-14T09:21:25,Friday
Sound Options,1,2023-04-14T09:28:05,Friday
Users Management,1,2023-04-14T09:29:09,Friday
Unable to Login,1,2023-04-14T09:29:51,Friday
User Management,1,2023-04-14T09:31:38,Friday
Launching Application,1,2023-04-14T09:32:18,Friday
Bulk SMS Outbound,1,2023-04-14T09:34:25,Friday
IVR,1,2023-04-14T09:38:31,Friday
Unable to Login,1,2023-04-14T09:40:54,Friday
Launching Application,1,2023-04-14T09:41:01,Friday
IVR,1,2023-04-14T09:43:31,Friday
Users Management,1,2023-04-14T09:45:20,Friday
Launching Application,1,2023-04-14T09:49:24,Friday
Call Features,1,2023-04-14T09:53:07,Friday
IVR,1,2023-04-14T09:55:18,Friday
Customization,1,2023-04-14T09:56:10,Friday
Forecasting & Scheduling,1,2023-04-14T10:00:58,Friday
Launching Application,1,2023-04-14T10:01:11,Friday
Users Management,1,2023-04-14T10:04:30,Friday
Queue Analytics,1,2023-04-14T10:06:26,Friday
Calls Failing,1,2023-04-14T10:07:14,Friday
DNIS,1,2023-04-14T10:07:40,Friday
Reporting,1,2023-04-14T10:08:54,Friday
Error Message,1,2023-04-14T10:09:03,Friday
Recordings,1,2023-04-14T10:09:08,Friday
Calls Failing,1,2023-04-14T10:10:07,Friday
Users Management,1,2023-04-14T10:11:35,Friday
Scheduled Report,1,2023-04-14T10:13:22,Friday
Unable to Login,1,2023-04-14T10:13:24,Friday
Audio Issues,1,2023-04-14T10:15:07,Friday
Launching Application,1,2023-04-14T10:15:17,Friday
